Keyword,Job Title,Company,Date Posted,Salary,Experience,Skills,Description
C++ Developer,,,,,,,
C++ Developer,Embedded C/C++ Programmer,"UTF Labs, Karachi , Pakistan","Aug 10, 2025",150K - 150K,3 Years,"C programming, Bash Scripting, PKI, Linux Programming, Pytest, OpenSSL, Unittest, CPLUSPLUS Programming, TLS, Python Scripting, X.509 certificates, CMP protocol, Boost.Asio, Google Test, Catch2, Rust (preferred)",We are looking for a talented Embedded C/CPLUSPLUS Programmer to join our engineering team and contribute to cutting-edge projects focused o..
C++ Developer,Executive Assistant to C-Suite,"Zara Shahjahan, All Cities , Pakistan","Sep 03, 2025",,2 Years,"Dynamic, Detail-Oriented, Highly Organized, Creatively inclined, Passionate about the fashion industry","We are seeking a highly organized and creatively inclined Executive Assistant to support our C-Suite team at Zara Shah Jahan, a leading name.."
C++ Developer,AWS AI Intern (C-0425123),"Cloudelligent, Islamabad , Pakistan","Aug 29, 2025",,2 Years,"AWS, Cloud Solutions, AI","Cloudelligent is seeking motivated and enthusiastic candidates for the role of AWS AI Intern. This on-site internship is based in Islamabad,.."
C++ Developer,AWS AI Intern (C-0425123),"Cloudelligent, Lahore , Pakistan","Aug 29, 2025",,2 Years,"AWS, Cloud Solutions, AI",Cloudelligent is seeking enthusiastic and motivated candidates for the position of AWS AI Intern. This role offers an exciting opportunity t..
C++ Developer,Data Engineer - C,"Capgemini, All Cities , Pakistan","Aug 20, 2025",,2 Years,"Perl, Scala, Git, Netezza, Ubuntu, NewSQL, IBM DB2, Decision-making, BitBucket, Stakeholder Management, shell script, IBM DataStage, Performance Tuning, Teradata, Dimensional Modeling, Sun Solaris, EMR, Data Validation, Redshift, Cloud Storage, Talend, Oracle Exadata, Agile Software Development, ATHENA, PySpark, BigQuery, Data Governance, Data Engineering, Code Pipeline, Databricks, Snowflake, Kimball, Inmon, Data Vault, Greenplum, Event Hub, Dataflow, Data Factory, Leadership and Team Management, Spark, Negotiation, Collaboration and influencing skills, R, Python, Time Management, S3), Vendor Management, Apache Hadoop, JavaScript, DevOps tools (Jenkins, Synapse), Stream Analytics, CI/CD pipelines), EFS, AWS (Airflow, Azure (ADLS Gen2, Data Lake Storage, Google Cloud Platform (BigTable, DataProc), Scala Spark, FSLDM, IBM FSDM, Platform update management, Client-centric project delivery, Linux OS (Redhat, SantOs), Spark and RDD code optimization, Informatica IICS","Data Engineers are essential in building and maintaining scalable, reliable data infrastructures that enable organizations to leverage data .."
C++ Developer,Industrial Operations Engineer - C,"Capgemini Engineering, All Cities , Pakistan","Aug 13, 2025",,2 Years,"Coaching, Facilitation, Facilities Management, Change Management, Strategic Thinking, Problem-Solving, Supply Chain Management, Interpersonal Skills, Communication, Project Management, Procurement, cost and profitability management, Industrial operations engineering","This role is centered on leveraging engineering expertise to design, manage, and improve processes within industrial operations. It covers a.."
C++ Developer,English Teacher (Primary Section) - NCLS&C,"NUST, All Cities , Pakistan","Aug 07, 2025",,2 Years,"Documentation, Cultural Sensitivity, Record-keeping, Tech-Savvy, Effective classroom management, Effective Communication, Strong Observational skills, Creativity, Team Player, reflectiveness, Patience, Empathy, Flexibility, Child-centered approach, committed to lifelong learning",A well-established educational institute is looking for a dedicated English teacher to join their team. The ideal candidate will hold a Mast..
C++ Developer,Urdu Teacher (Primary Section) - NCLS&C,"NUST, All Cities , Pakistan","Aug 07, 2025",,2 Years,"Lesson Planning, Curriculum Development, Communication Skills, Differentiated Instruction, Cultural Sensitivity, Record-keeping, Team Collaboration, Tech-Savvy, Formative Assessment, Patience, Classroom Management, Empathy, Urdu language teaching, Reflective Practice, Parental engagement",A well-established educational institution is seeking a committed Urdu language educator with a strong academic background and practical tea..
C++ Developer,Montessori Teacher (Pre School) - NCLS&C,"NUST, All Cities , Pakistan","Aug 08, 2025",,2 Years,"Documentation, Communication Skills, Montessori Diploma, Cultural Sensitivity, Record-keeping, Commitment to continuous learning, Creativity, proficiency in MS word, Patience, Classroom Management, Teamwork, Empathy, Fluency in English (spoken and written), Classroom management tools (e.g., CAM)",A well-established educational institution is seeking a passionate and qualified Montessori Teacher to join its team. The successful candida..
C++ Developer,I&C Engineer,"Albario Engineering Private, All Cities , Pakistan","Aug 23, 2025",250K - 250K,3 Years,"Troubleshooting, Ovation, Programmable Logic Controllers (PLCs), Instrumentation and Control Systems, Mark VIe, Problem-Solving, Communication, Safety and Quality Standards, Teamwork, Piping and Instrumentation Diagrams (P&IDs), ALSPA",We are looking for a skilled Instrumentation & Control (I&C) Engineer to join our team at a 1223MW Combined Cycle Power Plant located in Bal..
C++ Developer,Computer Teacher (Primary Section) - NCLS&C,"NUST, All Cities , Pakistan","Aug 07, 2025",,2 Years,"Flexible, Team-oriented, Technological Proficiency, Culturally sensitive, Effective classroom management, Scratch Programming, Creativity, strong observation skills, Strong Communication Skills, Patience, Empathy, Meticulous Record-Keeping, Reflective Practice, Child-centered approach, Experience with lab resource management, Commitment to lifelong learning",A reputable educational institute is seeking a dedicated teaching professional with a solid academic background and relevant experience to j..
C++ Developer,Art Teacher (Primary Section) - NCLS&C,"NUST, All Cities , Pakistan","Aug 07, 2025",,2 Years,"Cultural Sensitivity, Tech-Savvy, Record Keeping and Documentation, Effective Communication, Fine arts teaching, Patience and Empathy, Adobe Photoshop), Classroom Management, graphic design tools (canva, Graphic designing diploma or certificate, Reflective teaching practices, Inventory management of art materials and, Lifelong learning commitment",A well-established educational institute is inviting applications for the position of Fine Arts Instructor. The ideal candidate will hold a ..
C++ Developer,FP&A Analyst – Pricing & A&C,"Mondelēz International, Dubai , Pakistan","Aug 05, 2025",,3 Years,"Financial Analysis, Budgeting, Forecasting, Financial Modeling, Business Acumen, Collaboration, Pricing, Operational Efficiency, DECISION SUPPORT, COMPLIANCE AND CONTROLS, FINANCIAL PLANNING & ANALYSIS (FP&A), Digital Mindset, Commercial Finance, Communication, Leadership, consumer packaged goods industry knowledge, Data collection and structuring","Mondelēz International is looking for a skilled finance professional to join our team and help shape the future of snacking. In this role, y.."
C++ Developer,iOS Developer,"Broadstone Technologies, Lahore , Pakistan","Aug 19, 2025",,2 Years,"Git, Swift, UX, CD, SwiftUI, CI, Objective-C, UI",Broadstone Technologies is looking for a creative and motivated person for the position of iOS Developer. If you are a self-starter who is r..
C++ Developer,EDI / IT Developer,"The Shams Group, Multiple Cities , Pakistan","Sep 03, 2025",,3 Years,"Git, MS SQL Server, Restful Architecture, Design With UML, C/CPLUSPLUS, EDI, Java API","We are looking for a qualified EDI IT Developer who will be responsible for designing, developing, implementing, and maintaining Electronic .."
C++ Developer,Flutter Developer,"Novus Altair, All Cities , Pakistan","Aug 31, 2025",60K - 60K,2 Years,"Git, iOS Development, Restful APIs, Swift, Unit Testing, continuous learning, Web Service Integration, Problem-Solving, Dart programming, Objective-C, Flutter Sdk, UI/UX Design Principles, Communication, Test-driven development (TDD)",We are looking for a talented Flutter Developer to design and build high-quality mobile applications using the Flutter framework. The succes..
C++ Developer,iOS Developer & App Store Manager,"Uprisen Technologies, All Cities , Pakistan","Aug 06, 2025",40K - 40K,2 Years,"iOS Development, Swift, Technical Troubleshooting, Problem-Solving, Objective-C, App Store Connect, UI/UX Design Principles, App Store submission process",We are looking for a talented iOS Developer to join our team and take charge of designing and developing high-quality iOS applications. The ..
C++ Developer,Senior Flutter Developer,"Digital Artisan, All Cities , Pakistan","Aug 18, 2025",60K - 60K,3 Years,"رعاية المرضى, Git, Restful APIs, Firebase, Performance Optimization, Push Notifications, Agile/Scrum, Third-party Libraries, Flutter, Problem-Solving, Android (Java/Kotlin), Communication, Mobile UI/UX design principles, iOS (Swift/Objective-C), cloud messaging services",We are looking for a Senior Flutter Developer to join our dynamic and collaborative team. The ideal candidate will have significant experien..
C++ Developer,React Native Developer,"Ropstam Solutions, Islamabad , Pakistan","Aug 10, 2025",110 - 110,2 Years,"XCode, MVC, Restful APIs, Swift, MVVM, Firebase, Google APIs, Gradle, Performance Optimization, React Native, Redux, Kotlin, Objective-C, Manual and Automated Testing, TypeScript, JavaScript (ES6+), Java, CI/CD Practices, Third-party SDKs, Debugging, App store deployment","We are seeking a skilled React Native Developer to become a vital part of our dynamic development team. In this role, you will design, build.."
C++ Developer,React Native Mobile Developer (iOS & Android),"Aegasis Labs, Lahore , Pakistan","Aug 24, 2025",200K - 200K,2 Years,"Git, Swift, Device Testing, GITHUB, Firebase, API Integration, Performance Optimization, React Native, Kotlin, CI/CD pipelines, Objective-C, Aws Amplify, TypeScript, Java, JavaScript, Google Play Store Deployment, Mobile UI/UX best practices, iOS App Store deployment, mobile debugging",We are a forward-thinking software and AI development agency focused on delivering innovative solutions to clients worldwide. We are seeking..
C++ Developer,,,,,,,
C++ Developer,,,,,,,
C++ Developer,,,,,,,
C++ Developer,,,,,,,
C++ Developer,,,,,,,
C++ Developer,Embedded C/C++ Programmer,"UTF Labs, Karachi , Pakistan","Aug 10, 2025",150K - 150K,3 Years,"C programming, Bash Scripting, PKI, Linux Programming, Pytest, OpenSSL, Unittest, CPLUSPLUS Programming, TLS, Python Scripting, X.509 certificates, CMP protocol, Boost.Asio, Google Test, Catch2, Rust (preferred)",We are looking for a talented Embedded C/CPLUSPLUS Programmer to join our engineering team and contribute to cutting-edge projects focused o..
C++ Developer,Executive Assistant to C-Suite,"Zara Shahjahan, All Cities , Pakistan","Sep 03, 2025",,2 Years,"Dynamic, Detail-Oriented, Highly Organized, Creatively inclined, Passionate about the fashion industry","We are seeking a highly organized and creatively inclined Executive Assistant to support our C-Suite team at Zara Shah Jahan, a leading name.."
C++ Developer,AWS AI Intern (C-0425123),"Cloudelligent, Islamabad , Pakistan","Aug 29, 2025",,2 Years,"AWS, Cloud Solutions, AI","Cloudelligent is seeking motivated and enthusiastic candidates for the role of AWS AI Intern. This on-site internship is based in Islamabad,.."
C++ Developer,AWS AI Intern (C-0425123),"Cloudelligent, Lahore , Pakistan","Aug 29, 2025",,2 Years,"AWS, Cloud Solutions, AI",Cloudelligent is seeking enthusiastic and motivated candidates for the position of AWS AI Intern. This role offers an exciting opportunity t..
C++ Developer,Data Engineer - C,"Capgemini, All Cities , Pakistan","Aug 20, 2025",,2 Years,"Perl, Scala, Git, Netezza, Ubuntu, NewSQL, IBM DB2, Decision-making, BitBucket, Stakeholder Management, shell script, IBM DataStage, Performance Tuning, Teradata, Dimensional Modeling, Sun Solaris, EMR, Data Validation, Redshift, Cloud Storage, Talend, Oracle Exadata, Agile Software Development, ATHENA, PySpark, BigQuery, Data Governance, Data Engineering, Code Pipeline, Databricks, Snowflake, Kimball, Inmon, Data Vault, Greenplum, Event Hub, Dataflow, Data Factory, Leadership and Team Management, Spark, Negotiation, Collaboration and influencing skills, R, Python, Time Management, S3), Vendor Management, Apache Hadoop, JavaScript, DevOps tools (Jenkins, Synapse), Stream Analytics, CI/CD pipelines), EFS, AWS (Airflow, Azure (ADLS Gen2, Data Lake Storage, Google Cloud Platform (BigTable, DataProc), Scala Spark, FSLDM, IBM FSDM, Platform update management, Client-centric project delivery, Linux OS (Redhat, SantOs), Spark and RDD code optimization, Informatica IICS","Data Engineers are essential in building and maintaining scalable, reliable data infrastructures that enable organizations to leverage data .."
C++ Developer,Industrial Operations Engineer - C,"Capgemini Engineering, All Cities , Pakistan","Aug 13, 2025",,2 Years,"Coaching, Facilitation, Facilities Management, Change Management, Strategic Thinking, Problem-Solving, Supply Chain Management, Interpersonal Skills, Communication, Project Management, Procurement, cost and profitability management, Industrial operations engineering","This role is centered on leveraging engineering expertise to design, manage, and improve processes within industrial operations. It covers a.."
