Keyword,Job Title,Company,Date Posted,Salary,Experience,Skills,Description
AI Engineer,Data Analytics  AI Engineer,"KPMG Saudi Arabia, All Cities , Pakistan","Aug 18, 2025",,2 Years,,"KPMG’s Saudi Levant Cluster is a leading professional services provider, offering expertise across audit, tax, and advisory services. With a.."
AI Engineer,Senior AI Engineer I,"Careem, Karachi , Pakistan","Sep 04, 2025",,5 Years,"رعاية المرضى, MySQL, MS SQL Server, Hadoop, Coding, Data Mining, Tableau, Hive, DB2, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, SQL, Problem-Solving, Recommendation Systems, Amazon EMR, English Communication Skills, Spark, Machine Learning, A/B Testing, Python, Optimization, SAP, AI, Data Cleaning, Oracle, geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, Data transformation and cleaning","Careem is building the Everything App to transform daily life across the Middle East by simplifying transportation, food and grocery orderin.."
AI Engineer,Senior AI Engineer I,"Careem, Lahore , Pakistan","Sep 03, 2025",,5 Years,"رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, SQL, Problem-Solving, Recommendation Systems, Amazon EMR, Spark, Machine Learning, Optimization techniques, A/B Testing, Python, SAP, AI, Data Cleaning, Oracle, Business Intelligence tools (Tableau, Qlik), geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, Data transformation and cleaning","Careem is building the Everything App to simplify everyday life across the Middle East by integrating transportation, food and grocery deliv.."
AI Engineer,,,,,,,
AI Engineer,,,,,,,
AI Engineer,,,,,,,
AI Engineer,,,,,,,
AI Engineer,,,,,,,
AI Engineer,AI Engineer,"PixelFyre Code Labs, Multiple Cities , Pakistan","Aug 07, 2025",,3 Years,"Artificial Intelligence Knowledge, Natural Language Processing, NumPy, Python","The Applied AI Engineer will develop and deploy advanced generative AI models for leadership coaching, ensuring high performance and reliabi.."
AI Engineer,AI Engineer,"Force Cloud, Lahore , Pakistan","Aug 27, 2025",200K - 250K,5 Years,"Computer Vision, NLP, ML Algorithms","Key Responsibilities:Develop and implement AI/ML models and solutions.Work on data preprocessing, model training, and optimization.Collabora.."
AI Engineer,AI Engineer - Gen,"Bigimmersive, Lahore , Pakistan","Aug 15, 2025",,2 Years,"Gen Ai RAG, AI MiniMax Replit Claude, AI Tools  Command","We are looking for a smart, creative, and passionate Gen AI Engineer who loves experimenting with AI tools and bringing bold ideas to life. .."
AI Engineer,AI Engineer,"PlanetBeyond, All Cities , Pakistan","Aug 19, 2025",,2 Years,"AI Development, Business Problem solving, AI-powered solutions design, AI deployment, operational efficiency enhancement","We are seeking a motivated AI Engineer with 1-2 years of experience to join our team in Islamabad, located in the I-10 sector. The successfu.."
AI Engineer,AI Engineer,"Sofstica Solutions, All Cities , Pakistan","Aug 31, 2025",,2 Years,"System Design, Microservices, Rest APIs, Next.JS, Java SpringBoot, Flutter, React, Database Integration, Data Structures, Algorithms, Autonomous Systems, Python, LangGraph, LangChain, AI Agents, Retrieval-Augmented Generation (RAG) pipelines","We are looking for a talented AI Engineer to design and develop advanced AI agents and integrate them into scalable, user-friendly applicati.."
AI Engineer,Senior AI Engineer,"Radco Enterprises, Multiple Cities , Pakistan","Aug 19, 2025",100K - 500K,4 Years,"Fluent in English, Python Framework Command, Artificial Intelligence Knowledge, Intrapersonal Skills, Agent Development",Chromatics AI is a leader in AI-powered content analysis. It owns and maintains ownership for multiple products in the adtech and marketing ..
AI Engineer,AI Engineer,"Kavtech Solutions Pvt, All Cities , Pakistan","Aug 24, 2025",,2 Years,"Analytical Thinking, Computer Vision, Keras, Scikit-learn, Deep Learning, TensorFlow, NoSQL Databases, Data Preprocessing, PyTorch, Feature Engineering, Natural Language Processing (NLP), SQL, Effective Communication, Problem-Solving, Python Programming, Azure, Recommendation Systems, kubeflow, Machine Learning, Generative AI, Large Language Models (LLMs), Google Cloud), Cloud Platforms (AWS, Model Evaluation, MLOps tools (MLflow, Airflow), Data pipeline architectures",We are seeking a motivated AI Engineer with 1.5 to 2 years of hands-on experience in developing and deploying AI and machine learning soluti..
AI Engineer,AI Engineer,"Remote Solutions, Islamabad , Pakistan","Aug 08, 2025",300K - 300K,2 Years,"Data Processing, Fastapi, Python, Large Language Models (LLMs), LangChain, Vector Databases, Embeddings, Retrieval-augmented generation (RAG), AI inference pipeline optimization, API collaboration",Remote Solutions is looking for a talented AI Engineer to join their international team developing an AI-driven data platform designed speci..
AI Engineer,AI Engineer,"Cortech sols pvt, Islamabad , Pakistan","Aug 09, 2025",100K - 100K,2 Years,"Computer Vision, Deep Learning, Speech Recognition, Natural Language Processing (NLP), Generative AI, Large Language Models (LLMs), LangGraph, LangChain, Retrieval-augmented generation (RAG), Advanced RAG, Fine-tuning LLMs, Voice Chatbots",We are seeking a highly skilled AI Engineer to join our team and lead the development of innovative artificial intelligence solutions. The i..
AI Engineer,AI Engineer,"ROZEE.PK, Lahore , Pakistan","Aug 05, 2025",,Fresh,"take ownership, Bash Scripting, Analytical Thinking, Communication Skills, CI/CD, SQL, Backend Api Development, Fastapi, Pydantic, Python, Prompt Engineering, AI Agent, LinuxOS fundamentals, Backend Microservices, model fine tuning, AI/ML Deployment, Tool calling, LLM cost-performance trade offs","Rozee.pk, Pakistans leading job marketplace, is seeking a passionate and driven AI Engineer to join our expanding technology team in Lahore..."
AI Engineer,AI Software Engineer,"Computerized AI, Islamabad , Pakistan","Aug 20, 2025",60K - 80K,1 Year,"MySQL, APIs, React, Node","What You’ll DoBuild interactive, scalable, and responsive web applications using React.jsIntegrate RESTful APIs, sockets, and develop pixel-.."
AI Engineer,Generative AI Engineer – Voice Calling Systems,"Tech knock, Lahore , Pakistan","Aug 25, 2025",,2 Years,,"We are seeking an AI Engineer with expertise in Generative AI, voice calling systems, conversational AI, and AWS. You will be responsible fo.."
AI Engineer,Gen AI Engineer,"Big Immersive, Lahore , Pakistan","Aug 16, 2025",50K - 50K,2 Years,"Backend Development, API Integration, Frontend Development, React, Problem-Solving, Cursor, Python, Prototyping, JavaScript, Replit, LangChain), AI tools (Claude, MiniMax, GPTs, Design experimentation","BIG IMMERSIVE is seeking a talented and passionate Gen AI Engineer/Vibe Coder to join their team onsite at DHA Phase 6, Lahore. This full-ti.."
AI Engineer,Sr. AWS AI Engineer,"Cloudelligent, Islamabad , Pakistan","Aug 31, 2025",,3 Years,"Hadoop, Transformers, Apache Spark, Keras, Scikit-learn, Deep Learning, TensorFlow, Data Preprocessing, Amazon Redshift, PyTorch, CNNs, amazon sagemaker, Feature Engineering, AWS cloud services, AWS Glue, Amazon Athena, Machine Learning, Python, RNNs, OpenAI, Communication, Project Management, Leadership, LangGraph, Data Visualization, OpenSearch, LangChain, CrewAI, Model Evaluation, Vector Databases, AWS Bedrock, AI/ML algorithms, Amazon Rekognition, Kendra, Azure OpenAI integration, Agentic Behavior in AI, Similarity search, AWS Certified Machine Learning – Specialty, AWS Certified AI Practitioner","Cloudelligent, an AWS Advanced Consulting Partner and cloud-native consultancy based in Islamabad, is looking for a Senior AWS AI Engineer t.."
AI Engineer,Generative AI Engineer,"Cogent Labs, Lahore , Pakistan","Aug 08, 2025",150K - 150K,2 Years,"Communication Skills, Production Readiness, Prompt Engineering, LangGraph, LangChain, Model Deployment, Retrieval-augmented generation (RAG), Structured and unstructured data handling, Fine-tuning large language models, Tool calling, agentic AI workflows, Python-based AI frameworks, AI action execution, autonomous decision-making, ReAct agents, context optimization, multi-modal AI systems, document parsing, structured output generation, AI developer tools, AI IDEs, scalable AI solutions, Model Context Protocol (MCP) servers, multi-agent pipelines, agent-to-agent (A2A) coordination, MLOps pipelines",Cogent Labs is looking for a talented Generative AI Engineer to join their team in Lahore. The successful candidate will have practical expe..
AI Engineer,AI Automation Engineer,"Click Traces Private, Lahore , Pakistan","Aug 08, 2025",150K - 150K,2 Years,"API Integration, WebHooks, Problem-Solving, Python, Communication, Gohighlevel, Teamwork, JavaScript, N8N, Vapi.ai, automation logic, low-code/no-code platforms",We are looking for a skilled and proactive AI Automation Engineer with over two years of experience to join our innovative team in Lahore. T..
AI Engineer,Senior AI Engineer,"Webtronix, All Cities , Pakistan","Aug 18, 2025",100K - 100K,2 Years,"OpenCV, Flask, Computer Vision, Keras, Google Cloud Platform, DOCKER, Kubernetes, SQL and NoSQL databases, PyTorch, Reinforcement Learning, Natural Language Processing (NLP), Leadership And Communication, Fastapi, kubeflow, Python (NumPy, Generative Models, Hugging Face Transformers, Cloud Platforms (AWS, Azure), Scikit-learn), SVMs, BERT), pandas), Deep Learning frameworks (TensorFlow, Machine learning model deployment, MLOps tools (MLflow, Large Language Models (GPT, deep learning techniques, multi-modal AI systems, AI/ML algorithms, SageMaker), NLP libraries (SpaCy, NLTK), Classical machine learning algorithms (regression, decision trees), Big data technologies (Spark, Hadoop), CI/CD pipelines (Airflow)","We are seeking a highly skilled Senior AI Engineer to lead the design, development, and deployment of advanced AI and machine learning solut.."
AI Engineer,Data Analytics  AI Engineer,"KPMG Saudi Arabia, All Cities , Pakistan","Aug 18, 2025",,2 Years,,"KPMG’s Saudi Levant Cluster is a leading professional services provider, offering expertise across audit, tax, and advisory services. With a.."
AI Engineer,Senior AI Engineer I,"Careem, Karachi , Pakistan","Sep 04, 2025",,5 Years,"رعاية المرضى, MySQL, MS SQL Server, Hadoop, Coding, Data Mining, Tableau, Hive, DB2, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, SQL, Problem-Solving, Recommendation Systems, Amazon EMR, English Communication Skills, Spark, Machine Learning, A/B Testing, Python, Optimization, SAP, AI, Data Cleaning, Oracle, geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, Data transformation and cleaning","Careem is building the Everything App to transform daily life across the Middle East by simplifying transportation, food and grocery orderin.."
AI Engineer,Senior AI Engineer I,"Careem, Lahore , Pakistan","Sep 03, 2025",,5 Years,"رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, SQL, Problem-Solving, Recommendation Systems, Amazon EMR, Spark, Machine Learning, Optimization techniques, A/B Testing, Python, SAP, AI, Data Cleaning, Oracle, Business Intelligence tools (Tableau, Qlik), geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, Data transformation and cleaning","Careem is building the Everything App to simplify everyday life across the Middle East by integrating transportation, food and grocery deliv.."
Machine Learning Specialist,,,,,,,
Machine Learning Specialist,,,,,,,
Machine Learning Specialist,,,,,,,
Machine Learning Specialist,,,,,,,
Machine Learning Specialist,,,,,,,
Machine Learning Specialist,Machine Learning Specialist,"Zain online education, All Cities , Pakistan","Aug 22, 2025",,2 Years,Machine Learning,Zain Online Education & Consultancy is expanding its team of professional freelance trainers to support its growing educational initiatives...
Machine Learning Specialist,"Senior Machine Learning Scientist (Applied AI, 100 Remote)","Testlio, All Cities , Pakistan","Sep 04, 2025",,2 Years,"Data Science, Statistical Methods, Machine Learning, applied AI, AI-powered data products","This fully remote role is open to candidates residing in the EMEA or APAC regions, excluding high-cost-of-living areas such as Singapore, Be.."
Machine Learning Specialist,Machine Learning Specialist,"Contour Software, Lahore , Pakistan","Oct 29, 2024",,3 Years,,"About Contour & Constellation:  
 
Contour Software   is a wholly owned subsidiary of    Constellation Software Inc.   (CSI), which acquires.."
Machine Learning Specialist,Software Engineer II - MLOps,"Careem, Lahore , Pakistan","Sep 04, 2025",,2 Years,"رعاية المرضى, Backend Development, SOLID Principles, Statistics, Infrastructure, calculus, Mobile Development, Cyber Security, Probability Theory, Frontend Development, Linear Algebra, Mathematical Analysis, Algorithms and Data Structures, SQL, Machine Learning Algorithms, Python Programming, Data, Clean Code Practices, Machine Learning, MLOPS, Data Structures, Algorithms, Data science solutions, machine learning theory, Differential calculus, Machine learning algorithms development and","Careem is building the Everything App to simplify everyday life across the Middle East by integrating transportation, food and grocery deliv.."
Machine Learning Specialist,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","Aug 22, 2025",,5 Years,"SOLID Principles, Statistics, Mobile, GITHUB, Infrastructure, calculus, Cyber Security, Communication Skills, Probability Theory, Linear Algebra, Mathematical Analysis, Backend, SQL, Machine Learning Algorithms, Python Programming, Data, Machine Learning, MLOPS, Data Structures, Algorithms, Python, Frontend, machine learning theory, Differential calculus, Machine Learning Operations (MLOps)","Careem is transforming the Middle East with its Everything App, designed to simplify everyday life by enabling seamless transportation, food.."
Machine Learning Specialist,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","Sep 04, 2025",,5 Years,"Backend Development, Statistics, GITHUB, Data Science, calculus, Mobile Development, Cyber Security, Probability Theory, Frontend Development, Linear Algebra, Mathematical Analysis, معرفة رياضية قوية, SQL, Machine Learning Algorithms, Python Programming, Software Design, Machine Learning, MLOPS, Data Structures, Algorithms, Python, Software Engineering, Differential calculus, Machine learning algorithm theory, Machine learning deployment, Software design principles (SOLID)","Careem is dedicated to creating the Everything App for the greater Middle East, aiming to simplify daily activities like transportation, foo.."
Machine Learning Specialist,Senior AI Engineer I,"Careem, Lahore , Pakistan","Sep 02, 2025",,5 Years,"رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Exploratory Data Analysis, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Big Data Platforms, Reinforcement Learning, SQL, Problem-Solving, Recommendation Systems, Amazon EMR, Spark, Machine Learning, A/B Testing, Python, Optimization, Ai Models, Data-driven decision-making, SAP, Visualization tools, Data Cleaning, Oracle, Business Intelligence, geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, behavioral models, randomized controlled experiments, scalable machine learning algorithms, data and machine learning models, English (verbal and written communication skills)","Careem is transforming daily life across the Middle East through its Everything App, which integrates services such as transportation, food .."
Machine Learning Specialist,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","Aug 29, 2025",,5 Years,"Statistics, Mobile, Infrastructure, calculus, Cyber Security, Probability Theory, Linear Algebra, Mathematical Analysis, Backend, معرفة رياضية قوية, SQL, Machine Learning Algorithms, Python Programming, Data, Machine Learning, Data Structures, Algorithms, Frontend, Software Engineering, machine learning theory, Differential calculus, SOLID design techniques, Clean Code principles","Careem is on a mission to build the Everything App for the greater Middle East, aiming to simplify how people move, order food and groceries.."
Machine Learning Specialist,Senior AI Engineer I,"Careem, Karachi , Pakistan","Aug 29, 2025",,5 Years,"رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Exploratory Data Analysis, Big Data, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, Optimization Models, SQL, Strong problem-solving, Recommendation Systems, Amazon EMR, Spark, Machine Learning, A/B Testing, Python, Excellent Communication Skills, Machine Learning models, Data-driven decision-making, SAP, AI, Visualization tools, Data Cleaning, Oracle, Business Intelligence, geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, behavioral models, Data transformation and cleaning, randomized controlled experiments, scalable machine learning algorithms, data-based insights","Careem is building the Everything App to revolutionize daily life across the greater Middle East by streamlining transportation, food and gr.."
Machine Learning Specialist,Senior AI Engineer I,"Careem, Karachi , Pakistan","Aug 18, 2025",,5 Years,"MySQL, MS SQL Server, Hadoop, Coding, Instrumentation, Data Mining, Tableau, Hive, DB2, Exploratory Data Analysis, Big Data, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Predictive Modeling, Time Series Analysis, Chartio, Structured Data, BigQuery, Reinforcement Learning, Unstructured Data, SQL, Fluency in English, Recommendation Systems, Amazon EMR, Spark, Machine Learning, Optimization techniques, A/B Testing, Python, Machine Learning models, Data-driven decision-making, SAP, Problem Solving, AI, Visualization tools, Data Cleaning, Oracle, Business Intelligence, Business Intelligence tools (Tableau, Qlik), geospatial data processing, learning to rank, Classical machine learning, Uplift modeling, Big Data methodologies, Data transformation and cleaning, randomized controlled experiments, scalable machine learning algorithms, Familiarity with Agile methodologies, Matching algorithms, data processing technologies, Advanced machine learning, modeling user behavior","Careem is on a mission to revolutionize daily life across the greater Middle East by developing the Everything App, which simplifies transpo.."
Machine Learning Specialist,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","Aug 12, 2025",,5 Years,"رعاية المرضى, Backend Development, SOLID Principles, Statistics, calculus, Collaboration, Mobile Development, Cyber Security, Probability Theory, Frontend Development, Linear Algebra, Mathematical Analysis, Data Engineering, SQL, Machine Learning Algorithms, Python Programming, Machine Learning, MLOPS, Data Structures, Algorithms, Python, Frontend, Software Engineering, Differential calculus, Machine learning theory and algorithms, Software Engineering (Backend, Mobile), Development and deployment of machine learning","Careem is dedicated to building the Everything App for the greater Middle East, aiming to simplify how people move, order food and groceries.."
Machine Learning Specialist,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","Aug 21, 2025",,5 Years,"SOLID Principles, Statistics, Mobile, GITHUB, Data Science, Infrastructure, calculus, Cyber Security, Probability Theory, Linear Algebra, Mathematical Analysis, Algorithms and Data Structures, Excellent Oral And Written Communication, Backend, SQL, Machine Learning Algorithms, Python Programming, Data, Mobile Software Engineering, Clean Code, Machine Learning, Data Structures, Algorithms, Python, Frontend, ML Ops, Machine Learning models, Software Engineering, Data science solutions, machine learning theory, Differential calculus, Frontend Software Engineering, Backend Software Engineering","Careem is transforming the Middle East by creating the Everything App, which simplifies everyday tasks such as transportation, food and groc.."
Machine Learning Specialist,EG - Software Engineer II - MLOps,"Careem, Lahore , Pakistan","Aug 28, 2025",,2 Years,"Statistics, Mobile, GITHUB, Data Science, Infrastructure, calculus, Cyber Security, Communication Skills, Probability Theory, Linear Algebra, Mathematical Analysis, Backend, SQL, Machine Learning Algorithms, Python Programming, Data, Machine Learning, Data Structures, Algorithms, Python, Frontend, Software Engineering, machine learning theory, Differential calculus, SOLID design techniques, Clean Code principles, ML deployment","Careem is building the Everything App to revolutionize daily life across the greater Middle East by simplifying transportation, food and gro.."
Machine Learning Specialist,EG - Software Engineer II - MLOps,"Careem, Lahore , Pakistan","Sep 02, 2025",,2 Years,"SOLID Principles, Statistics, Mobile, GITHUB, Data Science, Infrastructure, calculus, Cyber Security, Probability Theory, Linear Algebra, Mathematical Analysis, Backend, SQL, Python Programming, Data, Machine Learning, Data Structures, Algorithms, Python, Frontend, Software Engineering, machine learning theory, Differential calculus, Machine learning model development and deployment, Oral and written communication skills in English","Careem is building the Everything App to transform daily life across the Middle East by providing seamless services such as transportation, .."
Machine Learning Specialist,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","Aug 25, 2025",,5 Years,"SOLID Principles, Statistics, Mobile, Data Science, Infrastructure, calculus, Cyber Security, Communication Skills, Probability Theory, Linear Algebra, Mathematical Analysis, Backend, SQL, Machine Learning Algorithms, Python Programming, Data, Clean Code, Machine Learning, Data Structures, Algorithms, Python, Frontend, ML Ops, Software Engineering, machine learning theory, Differential calculus","Careem is transforming the Middle East with its Everything App, streamlining everyday activities like transportation, food and grocery deliv.."
Machine Learning Specialist,Senior AI Engineer I,"Careem, Lahore , Pakistan","Aug 18, 2025",,5 Years,"رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Exploratory Data Analysis, Big Data, Qlik, Agile Methodologies, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, SQL, Problem-Solving, Recommendation Systems, Amazon EMR, English Communication Skills, Spark, Machine Learning, A/B Testing, Python, Optimization, Ai Models, Data-driven decision-making, SAP, Oracle, Business Intelligence, Qlik), Visualization tools (Tableau, geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, behavioral models, Data transformation and cleaning, randomized controlled experiments, scalable machine learning algorithms, data and machine learning models, Geospatial data processing skills (plus)","Careem is building the Everything App to simplify everyday life across the Middle East by integrating transportation, food and grocery order.."
Machine Learning Specialist,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","Aug 20, 2025",,5 Years,"SOLID Principles, Statistics, Mobile, Data Science, Infrastructure, calculus, Deployment, Cyber Security, Probability Theory, Linear Algebra, Mathematical Analysis, Backend, SQL, Machine Learning Algorithms, Data, Machine Learning, MLOPS, Data Structures, Algorithms, Python, Frontend, Clean Coding practices, Software Engineering, Communication Skills - English, Differential calculus, Machine learning algorithm theory, operationalization","Careem is building the Everything App to transform daily life across the Middle East by simplifying transportation, food and grocery orderin.."
Machine Learning Specialist,EG - Software Engineer II - MLOps,"Careem, Lahore , Pakistan","Aug 13, 2025",,2 Years,"SOLID Principles, Statistics, Mobile, GITHUB, Data Science, Infrastructure, calculus, Cyber Security, Probability Theory, Linear Algebra, Mathematical Analysis, Backend, معرفة رياضية قوية, SQL, Machine Learning Algorithms, Python Programming, Data, Machine Learning, Data Structures, Algorithms, Python, Frontend, Software Engineering, Differential calculus, Machine learning algorithm theory","Careem is building the Everything App to transform daily life across the Middle East by simplifying transportation, food and grocery orderin.."
Machine Learning Specialist,Senior AI Engineer I,"Careem, Karachi , Pakistan","Aug 14, 2025",,5 Years,"رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Business Intelligence Tools, Exploratory Data Analysis, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Big Data Platforms, Reinforcement Learning, Optimization Models, SQL, Problem-Solving, MYSQL), Recommendation Systems, Amazon EMR, Spark, Machine Learning, A/B Testing, Python, Data-driven decision-making, SAP, AI, Data Cleaning, Oracle, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, behavioral models, Data transformation and cleaning, randomized controlled experiments, scalable machine learning algorithms, Database technologies (Hadoop, data and machine learning models, Qlik) - advantageous, Understanding of marketplace ride-hailing and","Careem is building the Everything App to simplify daily life across the Middle East by integrating transportation, food and grocery ordering.."
Machine Learning Specialist,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","Aug 18, 2025",,5 Years,"Backend Development, SOLID Principles, Statistics, GITHUB, Data Science, Infrastructure, calculus, Collaboration, Mobile Development, Cyber Security, Communication Skills, Probability Theory, Frontend Development, Linear Algebra, Mathematical Analysis, SQL, Python Programming, Data, Clean Code, Machine Learning, MLOPS, Data Structures, Algorithms, Python, ML Ops, Machine Learning models, Software Engineering, machine learning theory, Differential calculus","Careem is transforming the Middle East by creating the Everything App, which simplifies everyday life through seamless transportation, food .."
Machine Learning Specialist,,,,,,,
Machine Learning Specialist,,,,,,,
Machine Learning Specialist,,,,,,,
Machine Learning Specialist,,,,,,,
Machine Learning Specialist,,,,,,,
Machine Learning Specialist,Machine Learning Specialist,"Zain online education, All Cities , Pakistan","Aug 22, 2025",,2 Years,Machine Learning,Zain Online Education & Consultancy is expanding its team of professional freelance trainers to support its growing educational initiatives...
Machine Learning Specialist,"Senior Machine Learning Scientist (Applied AI, 100 Remote)","Testlio, All Cities , Pakistan","Sep 04, 2025",,2 Years,"Data Science, Statistical Methods, Machine Learning, applied AI, AI-powered data products","This fully remote role is open to candidates residing in the EMEA or APAC regions, excluding high-cost-of-living areas such as Singapore, Be.."
Machine Learning Specialist,Machine Learning Specialist,"Contour Software, Lahore , Pakistan","Oct 29, 2024",,3 Years,,"About Contour & Constellation:  
 
Contour Software   is a wholly owned subsidiary of    Constellation Software Inc.   (CSI), which acquires.."
Machine Learning Specialist,Software Engineer II - MLOps,"Careem, Lahore , Pakistan","Sep 04, 2025",,2 Years,"رعاية المرضى, Backend Development, SOLID Principles, Statistics, Infrastructure, calculus, Mobile Development, Cyber Security, Probability Theory, Frontend Development, Linear Algebra, Mathematical Analysis, Algorithms and Data Structures, SQL, Machine Learning Algorithms, Python Programming, Data, Clean Code Practices, Machine Learning, MLOPS, Data Structures, Algorithms, Data science solutions, machine learning theory, Differential calculus, Machine learning algorithms development and","Careem is building the Everything App to simplify everyday life across the Middle East by integrating transportation, food and grocery deliv.."
Machine Learning Specialist,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","Aug 22, 2025",,5 Years,"SOLID Principles, Statistics, Mobile, GITHUB, Infrastructure, calculus, Cyber Security, Communication Skills, Probability Theory, Linear Algebra, Mathematical Analysis, Backend, SQL, Machine Learning Algorithms, Python Programming, Data, Machine Learning, MLOPS, Data Structures, Algorithms, Python, Frontend, machine learning theory, Differential calculus, Machine Learning Operations (MLOps)","Careem is transforming the Middle East with its Everything App, designed to simplify everyday life by enabling seamless transportation, food.."
Machine Learning Specialist,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","Sep 04, 2025",,5 Years,"Backend Development, Statistics, GITHUB, Data Science, calculus, Mobile Development, Cyber Security, Probability Theory, Frontend Development, Linear Algebra, Mathematical Analysis, معرفة رياضية قوية, SQL, Machine Learning Algorithms, Python Programming, Software Design, Machine Learning, MLOPS, Data Structures, Algorithms, Python, Software Engineering, Differential calculus, Machine learning algorithm theory, Machine learning deployment, Software design principles (SOLID)","Careem is dedicated to creating the Everything App for the greater Middle East, aiming to simplify daily activities like transportation, foo.."
Machine Learning Specialist,Senior AI Engineer I,"Careem, Lahore , Pakistan","Sep 02, 2025",,5 Years,"رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Exploratory Data Analysis, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Big Data Platforms, Reinforcement Learning, SQL, Problem-Solving, Recommendation Systems, Amazon EMR, Spark, Machine Learning, A/B Testing, Python, Optimization, Ai Models, Data-driven decision-making, SAP, Visualization tools, Data Cleaning, Oracle, Business Intelligence, geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, behavioral models, randomized controlled experiments, scalable machine learning algorithms, data and machine learning models, English (verbal and written communication skills)","Careem is transforming daily life across the Middle East through its Everything App, which integrates services such as transportation, food .."
Machine Learning Specialist,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","Aug 29, 2025",,5 Years,"Statistics, Mobile, Infrastructure, calculus, Cyber Security, Probability Theory, Linear Algebra, Mathematical Analysis, Backend, معرفة رياضية قوية, SQL, Machine Learning Algorithms, Python Programming, Data, Machine Learning, Data Structures, Algorithms, Frontend, Software Engineering, machine learning theory, Differential calculus, SOLID design techniques, Clean Code principles","Careem is on a mission to build the Everything App for the greater Middle East, aiming to simplify how people move, order food and groceries.."
